,company name,affiliation,former ID,industry type,city,state,address / directions,Phone #,Full Reporting Number,Reporting Mark,Reporting Number,locomotive serial number,locomotive model,Manufactured Date(MM/YY),Acquisition Date,HP,Cross Match
2351,Cemex - Katy Operations,,,,Katy,,"Tubular Dr    (27334 US 90, 77494)",,,,,23363.0,SW1200,May-57,,1200.0,Not Matched
2352,Luminant - Kosse Mine,,,lignite mine,Kosse,,"6 mi. E of Kosse, Tx., on  SR 7",,,,,,SD70ACe Ex Texas Utilities #5308,,,,Not Matched
2353,Luminant - Kosse Mine,,,lignite mine,Kosse,,"6 mi. E of Kosse, Tx., on  SR 7",,,,,,SD70ACe Ex Texas Utilities #5309,,,,Not Matched
2354,Luminant - Kosse Mine,,,lignite mine,Kosse,,"6 mi. E of Kosse, Tx., on  SR 7",,,,,53005.0,,,2012.0,,Not Matched
2355,Luminant - Kosse Mine,,,lignite mine,Kosse,,"6 mi. E of Kosse, Tx., on  SR 7",,,,,53006.0,,,2012.0,,Not Matched
2356,Luminant - Kosse Mine,,,lignite mine,Kosse,,"6 mi. E of Kosse, Tx., on  SR 7",,,,,53008.0,,,2012.0,,Not Matched
2357,Foreman Performance Chemicals,,"(formerly D.B. Western, Inc.)",formaldhyde,La Porte,,"12511 Strang Rd., 77571",  (281) 867-1330,,,,,GE 45ton,,,,Not Matched
2358,Ineos,,,,,,"1230 Independence Pkwy., 77571",(713) 307-3000,PSGX 1216,PSGX,1216,29242.0,SW1200,Jun-64,,1200.0,Not Matched
2359,Maersk Sealand  -  Barbours Cut Terminal,,,,,,1819 E. Barbours Cut Blvd.                     , [(281) 470-1800],,,,23859.0,GP9,Jan-57,2000.0,1750.0,Not Matched
2360,American Railcar Industries / ARI Fleet Services       , (subs. ACF Ind.),(formerly ACF Ind. â€“ Shippers Car Line Div.)    ,(railcar repair plant)    ,Longview,,"300 Stevens St., 75604     ", [(903) 759-4406],,,,18009.0,GE 65ton,Sep-43,,,Not Matched
2361,Texas Eastman,,,chemical,,,"Kodak Blvd. (Hwy 149), 75607    ",  [(903) 237-5000],RS 1602,RS,1602,17087.0,GP7,,,1500.0,Not Matched
2362,"Cargill, Inc.      ",,(formerly Continental Grain),,,,2400 E. 37th Street,,,,,,GP7,Jan-51,,1500.0,Not Matched
2363,Standridge Color Corp,,,,Lufkin,,1507 Webber St.,  (770) 464-3362,,,,,GE 80ton,,2020.0,,Not Matched
2364,Ashgrove Texas LP.,(subs.  Cement)  ,(formerly North Texas Cement Co.),(cement plant),Midlothian,,"900 Gifco Rd.     (P.O. Box 520, 76065)     ", [(214) 723-2301],,,,10082.0,GE 70ton,Apr-53,,,Not Matched
2365,Ashgrove Texas LP.,(subs.  Cement)  ,(formerly North Texas Cement Co.),(cement plant),Midlothian,,"900 Gifco Rd.     (P.O. Box 520, 76065)     ", [(214) 723-2301],,,,,LEAF genset locomotive Ex Big West Oil #7016,,2014.0,,Not Matched
2366,Gerdau Ameristeel,,(foermly TXI Chaparral Steel ),(steel Mill)   ,,,"300 Ward Rd.,76065     ", [(214) 775-8241],,,,,NRE 2GS14B,,,,Not Matched
2367,Gerdau Ameristeel,,(foermly TXI Chaparral Steel ),(steel Mill)   ,,,"300 Ward Rd.,76065     ", [(214) 775-8241],,,,,NRE 2GS14B,,,,Not Matched
2368,Gerdau Ameristeel,,(foermly TXI Chaparral Steel ),(steel Mill)   ,,,"300 Ward Rd.,76065     ", [(214) 775-8241],,,,,NRE 2GS14B,,,,Not Matched
2369,"Texana Tank Car  & Manufacturing, Inc.  ",,,(tank car repair),Nash,,"Hwy 82 W.      (P. O. Box 550, 75569)       ", [(903) 838-5564],,,,69385.0,S1,Dec-40,,,Not Matched
2370,Phillips 66 - Beaumont Terminal,,,,Nederland,,"128 Magnolia Ave., 77627",,,,,,Plymouth 65ton CR-8,May-75,,,Not Matched
2371,Nucor Steel â€“ Texas,,,,Newby  (Jewett),,"8812 Hwy 79 S., 75846       ", [(903) 626-4461],,,,30307.0,SW1200,May-65,1994.0,1200.0,Not Matched
2372,Nucor Steel â€“ Texas,,,,Newby  (Jewett),,"8812 Hwy 79 S., 75846       ", [(903) 626-4461],,,,24163.0,SW1200,Apr-58,,1200.0,Not Matched
2373,Nucor Steel â€“ Texas,,,,Newby  (Jewett),,"8812 Hwy 79 S., 75846       ", [(903) 626-4461],DJRX 65,DJRX,65,,GE,,,,Reporting Match
2374,Nucor Steel â€“ Texas,,,,Newby  (Jewett),,"8812 Hwy 79 S., 75846       ", [(903) 626-4461],SSRX 1502,SSRX,1502,,SW1500,Aug-71,2023.0,1500.0,Not Matched
2375,Dow Chemical USA  -  Sabine River Operations,,,,,,"2735 FM 1006, 77630                      ",  [(409) 886-6442],ECRX 2001,ECRX,2001,32960.0,"GP40d / ""GP38-3""",Feb-67,2023.0,,Not Matched
2376,Enbridge Energy ,,,,Pampa  (Kingmill),,(Pampa Energy Center)  (~4 mi. S/W of Pampa),,TXNW 116,TXNW,116,19624.0,GP9,Jun-54,,1750.0,Not Matched
2377,"Agrifos, LLC      ",,, (diammonium phosphate),,,2001 Jackson Rd.                       ,  [(713) 920-5300],ISC / WAMX 925,WAMX,/ WAMX 925,14513.0,SW1200,Jul-51,,1200.0,Not Matched
2378,Albermarle Corp.    ,,(formerly Ethyl Corp.),(chemicals)        ,,,"1000 N. South St., 77503    ",  [(713) 740-1000],,,,18002.0,GE 65ton,Sep-43,,,Not Matched
2379,Albermarle Corp.    ,,(formerly Ethyl Corp.),(chemicals)        ,,,"1000 N. South St., 77503    ",  [(713) 740-1000],,,,,SW1,-40,,600.0,Not Matched
2380,Chevron Phillips Chemical Company LP â€“ Houston Chemical Complex     ,,(formerly Phillips Chemical),,,,"1400 Jefferon R, 77507           (head office:  (713) 475-3666 )",  (713) 475-3666    ,PSPX 149,PSPX,149,36137.0,SW1500,Mar-70,,1500.0,Not Matched
2381,Chevron Phillips Chemical Company LP â€“ Houston Chemical Complex     ,,(formerly Phillips Chemical),,,,"1400 Jefferon R, 77507           (head office:  (713) 475-3666 )",  (713) 475-3666    ,GATX 150,GATX,150,,SW1500,Nov-72,,1500.0,Not Matched
2382,Chevron Phillips Chemical Company LP â€“ Houston Chemical Complex     ,,(formerly Phillips Chemical),,,,"1400 Jefferon R, 77507           (head office:  (713) 475-3666 )",  (713) 475-3666    ,GMTX 2181,GMTX,2181,,GP38-2,Aug-72,,2000.0,Not Matched
2383,Frontier Logistics,,,,,,,,FMRX 9622,FMRX,9622,,Trans from Frontier Logistics,,,,Not Matched
2384,Texas Petrochemicals Corp.,,,,,,"    [8600 Park Place Blvd., 77017 ?]",,OSS 34,OSS,34,23550.0,GP9,Jun-57,,1750.0,Not Matched
2385,Texas Petrochemicals Corp.,,,,,,"    [8600 Park Place Blvd., 77017 ?]",,WAMX 7027,WAMX,7027,17017.0,GP7,-53,2002.0,1500.0,Not Matched
2386,Gavilon,,(formerly DeBruce Grain ),,Plainview,,"   (~3 m. N. of...)  (on CR 55, off Interstate 27 Service Rd.)", [(806) 293-2621],,,,15612.0,SD7,Apr-52,2003.0,1500.0,Not Matched
2387,"Harvest Queen Milling Div., ADM",,,,,,1208 Columbia St.     , [(806) 293-1331],,,,,Plymouth 35ton ML8 / 3,Aug-36,,,Not Matched
2388,Lattimore Materials ,(subs Lafarge Holcim),,,Plano,,"1200 N Ave, 75074                        ", (972) 423-8359,,,,23467.0,GP9,-57,,1750.0,Not Matched
2389,Chevron Lubricants,,,,,,"W 7th St., 77640  ",(409) 985-3000,RSSX 904,RSSX,904,31224.0,SW1200,Apr-66,,1200.0,Reporting Match
2390,Kinder Morgan Bulk Terminal    ,,,,,,Coke Dock Rd.   (inside port area),,,,,,CF7,,,1500.0,Not Matched
2391,Motiva Enterprises LLC  ,(j/v Shell & Aramco)   ,(formerly Texaco),,,,,,,,,19706.0,SW600,Jun-54,,600.0,Not Matched
2392,Motiva Enterprises LLC  ,(j/v Shell & Aramco)   ,(formerly Texaco),,,,,,,,,,SW1001,Dec-75,,1000.0,Not Matched
2393,USA Rail Termianls,,,(SIT yard),,,,,SILX 1419,SILX,1419,75629.0,MP15AC,,2020.0,1500.0,Not Matched
2394,USA Rail Termianls,,,(SIT yard),,,,,SILX 1456,SILX,1456,,MP15AC,,2020.0,1500.0,Not Matched
2395,Valero Energy,,(formerly Premcor ),,,,"W. 7th St., 77642      ", [(409) 983-6638],,,,20665.0,SW600,Apr-55,,600.0,Not Matched
2396,Valero Energy,,(formerly Premcor ),,,,"W. 7th St., 77642      ", [(409) 983-6638],,,,,MP15,Sep-79,,,Not Matched
2397,Valero Energy,,(formerly Premcor ),,,,"W. 7th St., 77642      ", [(409) 983-6638],ECRX #1212,,#1212,16418.0,SW9m,May-52,,,Not Matched
2398,Ineos Nitriles,,,,Port Lavaca / Seadrift,,"13050 SR 185, Port Lavaca, 77979",  (316) 552-7543,,,,73678.0,MP15,Sep-74,,,Not Matched
2399,Lattimore Materials  -  Royse City ,(subs Lafarge Holcim),,,Royse City,,E County Line Rd.,,,,,,SW1500,Dec-71,2001.0,1500.0,Not Matched
2400,Ardent Mills,,(formerly Horizon Milling),flour mill,Saginaw,,"401 E. Industrial Ave.        (P.O. Box 79370, 76179)      ",  [(817) 847-3400),LRSX 114,LRSX,114,20401.0,SW900,-55,,900.0,Not Matched
2401,"Attebury Grain, Inc",,(formerly Farmland / ADM),merchant grain elevator,,,"624 Burlington Rd.  (P.O. Box 79440, 76179)               ", [(817) 232-5105],,,,22930.0,GP9,-57,2005.0,1750.0,Not Matched
2402,"Attebury Grain, Inc",,(formerly Farmland / ADM),merchant grain elevator,,,"624 Burlington Rd.  (P.O. Box 79440, 76179)               ", [(817) 232-5105],MJRX 849,MJRX,849,42234.0,B30-7,Mar-79,2012.0,3000.0,Not Matched
2403,Trinity Ind. - Plant #192      ,,(formerly Ft Worth Recar),,,,"500 E. Bailey Boswell Rd., 76179     ", [(817) 232-3650],,,,18109.0,SW1,May-53,,600.0,Not Matched
2404,Trinityrail - Plant #25        ,,(formerly Tank Lining & Railcar Repair),,,,"2850 Peden Rd., 76179                                  ",  [ (817) 236-7141],,,,15290.0,GE 45ton,Jun-42,,,Not Matched
2405,Trinityrail - Plant #25        ,,(formerly Tank Lining & Railcar Repair),,,,"2850 Peden Rd., 76179                                  ",  [ (817) 236-7141],,,,17868.0,GE 65ton,Jun-43,,,Not Matched
2406,Trinityrail - Plant #25        ,,(formerly Tank Lining & Railcar Repair),,,,"2850 Peden Rd., 76179                                  ",  [ (817) 236-7141],,,,33845.0,GE 65,Jun-60,,,Not Matched
2407,"GBW Railcar Service, LLC",,(formerly Rail Car Texas),,,,"497 S Tayman St., 78226",(210) 921-1900,,,,34375.0,GE 35ton,Jun-62,1997.0,,Not Matched
2408,"GBW Railcar Service, LLC",,(formerly Rail Car Texas),,,,"497 S Tayman St., 78226",(210) 921-1900,,,,,GE 45ton,,,,Not Matched
2409,Trans Tex  Rails    ,,,(locomotive &  car rebuilding),,,"203 Milam St., 78202   ",  [(210) 224-9080],,,,,GE 65ton,,,,Not Matched
2410,Trans Tex  Rails    ,,,(locomotive &  car rebuilding),,,"203 Milam St., 78202   ",  [(210) 224-9080],,,,,SW1,Jun-40,,600.0,Not Matched
2411,Watco Mechanical Services,,(formerly GBW Railcar Services),(railcar repair),Scottsville / Marshall,,"FM 2199 Verhalen Industrial Rd.   (4 m. E of Marsahll)   (P.O. Box 428, 75688)      ",  [(903) 935-7847],,,,,SW1,-41,,600.0,Not Matched
2412,Watco Mechanical Services,,(formerly GBW Railcar Services),(railcar repair),Scottsville / Marshall,,"FM 2199 Verhalen Industrial Rd.   (4 m. E of Marsahll)   (P.O. Box 428, 75688)      ",  [(903) 935-7847],,,,19355.0,GP9,-54,2021.0,1750.0,Not Matched
2413,Dow  -  Seadrift Operations           ,,(formerly Union Carbide),,Seadrift     (North Seadrift  siding),,"Highway 185 North, 77983          (6 mi. N of Seadrift)                          ",  [(361) 553-2000],GMTX 90,GMTX,90,73623.0,SW1001,,2017.0,1000.0,Not Matched
2414,Dow  -  Seadrift Operations           ,,(formerly Union Carbide),,Seadrift     (North Seadrift  siding),,"Highway 185 North, 77983          (6 mi. N of Seadrift)                          ",  [(361) 553-2000],GMTX / SGS Petroleum Service 148,Service,/ SGS Petroleum Service 148,,SW1500,,,1500.0,Not Matched
2415,Dow  -  Seadrift Operations           ,,(formerly Union Carbide),,Seadrift     (North Seadrift  siding),,"Highway 185 North, 77983          (6 mi. N of Seadrift)                          ",  [(361) 553-2000],,,,35229.0,,-69,2021.0,,Not Matched
2416,UTLX Manufacturing LLC - Fabrication Plant #10,,(formerly Richmond Tank Car Co.),,Sheldon,,"10515 Sheldon Rd, 77044",,,,,,Plymouth 25ton JDT,Jun-76,,,Not Matched
2417,UTLX Manufacturing LLC - Fabrication Plant #10,,(formerly Richmond Tank Car Co.),,Sheldon,,"10515 Sheldon Rd, 77044",,,,,,Plymouth 25ton JDT,Jun-76,,,Not Matched
2418,UTLX Manufacturing LLC - Fabrication Plant #10,,(formerly Richmond Tank Car Co.),,Sheldon,,"10515 Sheldon Rd, 77044",,,,,,Plymouth 40ton MDT,Oct-79,,,Not Matched
2419,UTLX Manufacturing LLC - Fabrication Plant #10,,(formerly Richmond Tank Car Co.),,Sheldon,,"10515 Sheldon Rd, 77044",,,,,17827.0,GE 45ton,Feb-43,,,Not Matched
2420,Ardent Mills ,,(formerly   ConAgra),,Sherman,,"408 E. Magnolia St., 75090     ", [(903) 893-8111],Econrail 7225,Econrail,7225,22871.0,SW900,Oct-56,,900.0,Not Matched
2421,Steel Dynamics - Southwest - Sinton Div.,,,rolling mill,Sinton,,"8534 SR 89, 78387",(361) 424-6200,OMNX 1,OMNX,1,31685.0,SW1200,-66,2020.0,1200.0,Reporting Match
2422,Steel Dynamics - Southwest - Sinton Div.,,,rolling mill,Sinton,,"8534 SR 89, 78387",(361) 424-6200,OMNX 4,OMNX,4,31219.0,SW1200,Apr-66,,1200.0,Reporting Match
2423,ADM / Growmark  ,,,,Summerfield / West Hereford,,"3355 CR1, 79085    (P. O. Box 1946, Hereford , Tx. 79045)                ",  [(806) 357-2260],MWLX 137,MWLX,137,20013.0,GP9,Dec-54,2017.0,1750.0,Not Matched
2424,Sweetwater Switching,(subs Cape & Son),,,,,,,,,,27097.0,GP20,Feb-62,,2000.0,Not Matched
2425,Sweetwater Switching,(subs Cape & Son),,,,,,,,,,34942.0,SD40A,Aug-69,,3000.0,Not Matched
2426,Sweetwater Switching,(subs Cape & Son),,,,,,,,,,,SD40-2,,,3000.0,Not Matched
2427,Luminant  -  Martin Lake Station,(subs Vistra),(formerly Texas Utilities),,Tatum,,"(power plant at Dirgin, on W. shore of Martin Lake, 4 mi. s/w of Tatum, E. of 2658)",,,,,40730.0,E25-B,Jun-76,,,Not Matched
2428,Luminant  -  Martin Lake Station,(subs Vistra),(formerly Texas Utilities),,Tatum,,"(power plant at Dirgin, on W. shore of Martin Lake, 4 mi. s/w of Tatum, E. of 2658)",,,,,40731.0,E25-B,Oct-76,,,Not Matched
2429,Luminant  -  Martin Lake Station,(subs Vistra),(formerly Texas Utilities),,Tatum,,"(power plant at Dirgin, on W. shore of Martin Lake, 4 mi. s/w of Tatum, E. of 2658)",,,,,,E25-B,Dec-76,,,Not Matched
2430,Luminant  -  Martin Lake Station,(subs Vistra),(formerly Texas Utilities),,Tatum,,"(power plant at Dirgin, on W. shore of Martin Lake, 4 mi. s/w of Tatum, E. of 2658)",,,,,,E25-B,Feb-79,,,Not Matched
2431,Luminant  -  Martin Lake Station,(subs Vistra),(formerly Texas Utilities),,Tatum,,"(power plant at Dirgin, on W. shore of Martin Lake, 4 mi. s/w of Tatum, E. of 2658)",,ATGX 5515,ATGX,5515,41538.0,C30-7,Jul-77,2001.0,3000.0,Not Matched
2432,Luminant  -  Martin Lake Station,(subs Vistra),(formerly Texas Utilities),,Tatum,,"(power plant at Dirgin, on W. shore of Martin Lake, 4 mi. s/w of Tatum, E. of 2658)",,ATGX 5521,ATGX,5521,41544.0,C30-7,Jul-77,2001.0,3000.0,Not Matched
2433,Luminant  -  Martin Lake Station,(subs Vistra),(formerly Texas Utilities),,Tatum,,"(power plant at Dirgin, on W. shore of Martin Lake, 4 mi. s/w of Tatum, E. of 2658)",,,,,53003.0,,,,,Not Matched
2434,"Plantation Foods, Inc. / Cargill   ",,,(feed mill),Temple,,251 Berger Rd.,,,,,31289.0,GE 25ton [,Oct-51,,,Not Matched
2435,Graphic Packaging - Domino Mill,,(formerly International Paper Co.),paperboardmill,Texarkana,,"10146 FM 3129, Queen City,75572    (P.O. Box 870, 75504) (~5 mi. S of ...)",(903) 796-7101,Corman 1366,Corman,1366,16367.0,GP7,-52,,1500.0,Not Matched
2436,Oiltanking,,,,,,"2800 Loop 197 S, 77590",(409) 797-1700,ECRX 886,ECRX,886,,NW2,Jun-39,,1000.0,Not Matched
2437,Oiltanking,,,,,,"2800 Loop 197 S, 77590",(409) 797-1700,ECRX 1504,ECRX,1504,33148.0,SW1500,Sep-67,,1500.0,Not Matched
2438,"Sterling Chemicals, Inc.",,,,,,"201 Bay St., 77590              ",    [(409) 945-4431],OSS 145,OSS,145,32180.0,SW1000,Oct-66,,1000.0,Not Matched
2439,"Sterling Chemicals, Inc.",,,,,,"201 Bay St., 77590              ",    [(409) 945-4431],OSS 4288,OSS,4288,16879.0,GP7,-52,,1500.0,Not Matched
2440,Martindale Feed Mill Div.  - Alan Ritchey Inc.,,,,Valley View,,I-35 Frontage Rd.     , [(817) 726-3203],,,,13963.0,SW9,Mar-51,,1200.0,Not Matched
2441,Southwest Railroad Car Parts Co.,,,,Venus,,   Hwy 67 S        , [477-3231],,,,61107.0,Whitcomb 25ton,Apr-50,,,Not Matched
2442,"Safety Railway Service, L.P.",,(subs. Commercial Metal),,Victoria,,"403 Warehouse Way, 77905   p   (former Aloe Field site)           (P. O. Box 2298, 77901)",,,,,,NW2,Sep-46,,1000.0,Not Matched
2443,"Safety Railway Service, L.P.",,(subs. Commercial Metal),,Victoria,,"403 Warehouse Way, 77905   p   (former Aloe Field site)           (P. O. Box 2298, 77901)",,,,,22874.0,SW900.,Dec-58,,,Not Matched
2444,Kyoei Steel,,(formerly Bayou Steel),(scrapyard / steel mill) ,Vinton,,Lovena Rd.           ,  [(915) 886-2000],,,,12865.0,SW9,Apr-53,,1200.0,Not Matched
2445,Kyoei Steel,,(formerly Bayou Steel),(scrapyard / steel mill) ,Vinton,,Lovena Rd.           ,  [(915) 886-2000],,,,,GP9 Ex Acelor Mittal #22,,,,Not Matched
2446,Kyoei Steel,,(formerly Bayou Steel),(scrapyard / steel mill) ,Vinton,,Lovena Rd.           ,  [(915) 886-2000],GMTX 184,GMTX,184,71612.0,SW1500,Jan-73,2018.0,1500.0,Not Matched
2447,Hanson Aggregates      ,,(formerly Gifford-Hill & Co.),,Waco,,"New Marlin Rd    (area formerly known as Wardlaw)       (P.O. Box 1369, 76730)      ", [(254) 752-4358],,,,31803.0,GE 45ton,Jun-53,,,Not Matched
2448,Eagle Railcar Services,,,railcar repair,Wichita Falls,,"4513 Allendale Rd., 76310",(940) 249-9984,,,,27702.0,GE 45ton,Oct-44,,,Not Matched
2449,Terminal Switching and Services,(subcontractor for UP),,(TOFC yrad),Salt Lake,Ut,"1045 S 5500 W, 84104",,SSRX 116,SSRX,116,24761.0,GP9,-58,,1750.0,Not Matched
2450,Terminal Switching and Services,(subcontractor for UP),,(TOFC yrad),Salt Lake,Ut,"1045 S 5500 W, 84104",,SSRX 3780,SSRX,3780,,SD40-2,Oct-80,,3000.0,Not Matched
2451,Andeavor,,(formerly Tesoro),petroleum refinery,Salt Lake City,,,,GMTX 154,GMTX,154,,MP15,,2017.0,,Not Matched
2452,Andeavor,,(formerly Tesoro),petroleum refinery,Salt Lake City,,,,GMTX 334,GMTX,334,,MP15,Oct-80,2017.0,,Not Matched
2453,Energy Solutions,,, (haz-mat disposal site),Clive,Ut.,,,Tangent Rail TR 2,TR,Rail TR 2,,GP39-2,,,2300.0,Not Matched
2454,Energy Solutions,,, (haz-mat disposal site),Clive,Ut.,,,Tangent Rail TR 3,TR,Rail TR 3,,GP39-2,,,2300.0,Not Matched
2455,"Envirocare Utah, Inc.  ",,, (haz-mat disposal site),,,"               (head office: 46 W. Broadway, Salt Lake, City, Ut., 84101)",,,,,,NW2,Jan-48,,1000.0,Not Matched
2456,"Envirocare Utah, Inc.  ",,, (haz-mat disposal site),,,"               (head office: 46 W. Broadway, Salt Lake, City, Ut., 84101)",,,,,28043.0,GP30,Jan-63,2018.0,2250.0,Not Matched
2457,Kennecott Minerals,(subs. Rio Tinto),,,Garfield,,"8362 W. 10200 S., Bingham Canyon, 84006       ", [(801) 569-6000],SSRX 3510,SSRX,3510,35379.0,GP38,Aug-69,,2000.0,Not Matched
2458,Circle Four Farms   , (subs. Smithfield Foods)   ,,(feed mill),,,"341 S. Main, 84751",,,,,18836.0,SW9m,Oct-53,2000.0,,Not Matched
2459,Twin Mountain Rock  , (subs. Kiewit Co.),,,Murdock  (Milford),,   (~9 mi. N. of Milford)                    ,  [(435) 387-2997],,,,20228.0,SD9,Jan-55,,1750.0,Not Matched
2460,Big West Oil Co. LLC - Flying J Refinery          ,"(subs. Flying J Oil & Gas, Inc. )",,,North Salt Lake,,"333 W. Center St., 84054-2805     ", [(801) 298-9394],,,,26932.0,SW600,Jan-62,1993.0,600.0,Not Matched
2461,Big West Oil Co. LLC - Flying J Refinery          ,"(subs. Flying J Oil & Gas, Inc. )",,,North Salt Lake,,"333 W. Center St., 84054-2805     ", [(801) 298-9394],,,,20089.0,SW1200,Dec-54,2014.0,1200.0,Not Matched
2462,Chevron USA,,,,North Salt Lake City,,,,RSSX 436,RSSX,436,18833.0,GP9,Jun-54,2004.0,1750.0,Reporting Match
2463,Chevron USA,,,,North Salt Lake City,,,,,,,16962.0,,Dec-52,,,Not Matched
2464,Chevron USA,,,,North Salt Lake City,,,,RSSX 4471,RSSX,4471,14671.0,GP7,Aug-51,2013.0,1500.0,Reporting Match
2465,Nucor Steel  â€“  Utah,,,,Nucoe (siding)  /  Plymouth,,"W. Cemetery Rd., Plymouth, Ut.  84330       ", [(801) 458-3691],,,,,B23-7 Ex #660,,,,Not Matched
2466,Nucor Steel  â€“  Utah,,,,Nucoe (siding)  /  Plymouth,,"W. Cemetery Rd., Plymouth, Ut.  84330       ", [(801) 458-3691],2nd,,,42305.0,B23-7,Mar-79,2006.0,2250.0,Not Matched
2467,Scoular,,,(grain elevator,,,2727 Pennsylvania Ave.,(801) 621-7803,,,,13873.0,GP7,-51,,1500.0,Not Matched
2468,Western Metals Recycling LLC - Plymouth Yard,,,,Plymouth,,"7400 West 21200  N., 84330               ", [(435) 458-3851],SSRX 1109,SSRX,1109,27877.0,SW1200,-63,2015.0,1200.0,Not Matched
2469,Intermountain Power Service Corp.,,,,Springville,,850 W. Brush Wellman Rd.     (west of...),,,,,,SW1001,Apr-85,,1000.0,Not Matched
2470,ECDC Environmental /  East Carbon Development Center,,,,Sunnyside   (East Carbon),,"111 W. Hwy 123, 84520",,,,,21299.0,SD9,Mar-56,,1750.0,Not Matched
2471,ECDC Environmental /  East Carbon Development Center,,,,Sunnyside   (East Carbon),,"111 W. Hwy 123, 84520",,,,,19947.0,SD9,Mar-55,,1750.0,Not Matched
2472,Peterson Industrial Depot,,"(formerly Utan Industril Depot, previously Tooele Army Depot)",industrial park,Tooele,,1485 W. James Way,(435) 849-8400,,,,61205.0,RS4TC,,,,Not Matched
2473,Peterson Industrial Depot,,"(formerly Utan Industril Depot, previously Tooele Army Depot)",industrial park,Tooele,,1485 W. James Way,(435) 849-8400,,,,61213.0,RS4TC,,,,Not Matched
2474,Peterson Industrial Depot,,"(formerly Utan Industril Depot, previously Tooele Army Depot)",industrial park,Tooele,,1485 W. James Way,(435) 849-8400,,,,43140.0,B36-7,Nov-80,,3600.0,Not Matched
2475,Port of Richmond,,,,Richmond,,,,BDRV 915,BDRV,915,20961.0,SW900,Jan-56,,900.0,Not Matched
2476,Gerdau- Roanoke,,,scrap,Roanoke,,"2580 Broadway Ave., 24014  ", (540) 981-1211,,,,,NW2,Oct-47,,1000.0,Not Matched
2477,Gerdau- Roanoke,,,scrap,Roanoke,,"2580 Broadway Ave., 24014  ", (540) 981-1211,,,,35830.0,SW1000,Dec-69,2023.0,1000.0,Not Matched
2478,Steel Dynamics,,(formerly Roanoke Electric Steel),steel bar mill,,,,,,,,,SW1,Jul-48,2009.0,600.0,Not Matched
2479,Rapoca Energy Co. â€“  #8 Mine  ,,(formerly Wellmore Coal Co.),,Big Rock,,     (on SR 700 at border of Ky.)  ,,,,,,Plymouth 45ton MDT,Jan-79,1983.0,,Not Matched
2480,Rapoca Energy Co. â€“  #8 Mine  ,,(formerly Wellmore Coal Co.),,Big Rock,,     (on SR 700 at border of Ky.)  ,,,,,89662.0,S2,-78,,,Not Matched
2481,Dickenson-Russell Coal Co.,,(formerly Clinchfield Coal Co.),,Carbo,,,,,,,24745.0,SW600,Sep-58,,600.0,Not Matched
2482,Luck Stone,,,,Cesapeake,,,,,,,23704.0,GP9,-57,2017.0,1750.0,Not Matched
2483,Chesapeake Auto Terminal,,,,Chesapeake,,"1305 Atlantic Ave., 23324                          ",   [(757) 494-9240],,,,13065.0,SW7,Jan-51,,1200.0,Not Matched
2484,Chesapeake Auto Terminal,,,,Chesapeake,,"1305 Atlantic Ave., 23324                          ",   [(757) 494-9240],IRLX 1501,IRLX,1501,,SW1500,Dec-72,2000.0,1500.0,Reporting Match
2485,"Coal Handling Facility, Inc.",,,,Covington,,"   Riverside Ave, Gate 5, 24426              ", [(540) 965-3851],,,,23563.0,GP9,,1992.0,1750.0,Not Matched
2486,Virginia Pocahontas  â€“  Gund #1 Mine,(div. Island Creek Coal Co.),,,Dismal Creek    (Vansant),,     (E. of Vansant),,,,,,S2,,,,Not Matched
2487,Waste Management â€“ Atlantic Waste Disposal,,"(formerly USA Waste, Inc.)",sanitary landfill,Disputanta  / Waverly,,3474 Atlantic Ln  (off CR 602),,DLSX 12,DLSX,12,27507.0,SW1200,Sep-62,,1200.0,Reporting Match
2488,Waste Management â€“ Atlantic Waste Disposal,,"(formerly USA Waste, Inc.)",sanitary landfill,Disputanta  / Waverly,,3474 Atlantic Ln  (off CR 602),,,,,,NW2,Oct-49,2018.0,1000.0,Not Matched
2489, International Paper     ,,(formerly Union Camp),fluff pulp mill,Franklin,,"34040 Union Camp Dr., 23851   ", [(804) 569-4623],,,,24058.0,GP9,Jun-58,2016.0,1750.0,Not Matched
2490,Virginia Electric Power Co. / Dominion Resources  -  Chesepeake Energy Center,,,,Gilmerton     (Portsmouth),,"1201 Vepco St.     (P.O. Drawer 5, Chester, Va. 23831)     ",,,,,44329.0,GE 110ton,Dec-82,,,Not Matched
2491,"Keene Carriers, Inc.",,,transload,Glade Springs,,"Old Mill Rd  (CR 750), 24340",(276) 429-2402,,,,29889.0,GE 25ton,Feb-49,1992.0,,Not Matched
2492, AdvanSix,, (formerly Honeywell Corp.),,Hopewell,,"905 E. Randolph Road   (P.O. Box 761, 23860)       ",[(804) 541-5000],RE 1256,RE,1256,13134.0,SW9,Feb-51,,1200.0,Not Matched
2493,Tyson Foods - Feed Mill Crewe,,,,Jetersville / Crewe,,1938  Highway 360   (3 M S/E of. Jetersville / 7 mi. N of Crewe) , [(434) 645-7791],,,,10286.0,GE 45ton,Nov-42,1992.0,,Not Matched
2494,WestRock,,(formerly  Rock-Tenn Co.),(paperboard)   ,Lynchburg,,"1801 Concord Rd., 24504      ",[(804) 847-5521],,,,,Plymouth 25ton ML6,Jul-38,,,Not Matched
